276262	6.166897
276329	11.7065
276336	0.673924
276416	4.21279
276511	8.76604
276689	10.656495
276778	0.657529
276790	1.59535
276952	6.47731
276954	0.73329
278880	21.41921
278912	19.633223
278968	9.883003
279169	55.00551
279259	7.31293
279279	16.897099
279284	31.8164
279345	52.683661
279515	0.347662
279598	67.85899
279685	74.470953
279813	47.616706
279867	29.5636
279928	1.09603
279932	44.64153
279984	65.27506
280231	88.284052
280273	1.62778
280319	93.6371
280368	8.227303
280423	68.57333
280464	58.3428
280500	7.27397
280520	12.118483
280614	24.23566
280673	149.0631
280753	45.214597
280853	7.21388
280862	131.153913
280950	125.749586
280977	34.93267
281070	12.79458
281074	46.66011
281075	1.07213
281317	24.36288
281385	93.257128
281411	146.741527
282625	10.6752
282631	26.76917
282712	93.93239
282784	2.88326
282992	106.77136
283074	55.80083
283155	28.7327
283270	13.2713
283429	234.56794
283608	23.80896
283780	145.089802
284006	38.91892
284154	9.99866
284213	199.99072
284285	247.88597
284420	57.500046
284427	35.2553
284484	103.396857
