297730	3.333067
298595	0.28888
298609	1.928717
298633	5.843636
298687	20.576313
298690	1.4147
298771	7.96374
298773	7.75146
298862	23.525115
298967	53.4403
299055	44.43011
299144	29.7225
299147	23.17602
299184	90.987458
299243	5.85789
299584	221.194383
300279	5.227037
300345	4.781485
300415	88.635973
300418	5.538406
300487	119.671016
300540	175.509089
300571	141.31279
300600	48.06752
300655	228.36567
300687	324.23983
300784	7.03585
300800	273.316922
300863	325.576349
300908	210.96227
301912	6.159466
301918	19.1364
301932	353.699331
301973	462.801073
302053	377.645667
302137	194.97377
302265	100.982819
302269	55.71685
302300	380.619945
302347	193.572101
302380	103.51508
302391	124.63466
302393	496.988646
302737	78.836651
302831	15.55682
302872	635.620411
302919	61.25871
302925	126.144574
302956	330.687698
303007	15.49619
303079	99.650442
303201	90.618
303208	525.449195
303264	29.95944
303266	266.480771
303291	167.27526
303304	468.491742
303338	509.26397
303421	475.091194
303499	413.79572
303560	321.54526
303638	456.23595
303832	92.514687
303846	483.395901
303892	453.483107
303943	462.478129
304006	146.024595
304008	465.976339
304128	545.181171
304178	422.372498
304198	157.80698
304211	125.24729
304243	352.398556
304308	28.0061
304337	405.893589
304409	95.29059
304431	142.2908
304494	56.0731
305380	314.812236
305543	183.06987
305571	18.081331
305618	302.93567
305671	25.5572
305674	18.3192
305723	273.642726
305727	66.938028
305735	123.5921
305777	314.870246
305811	268.1763
305920	254.49932
306269	155.935
306278	386.020394
306310	384.2582
306384	194.37099
306419	89.816596
306442	30.532015
306448	103.51891
306451	325.78055
307126	26.8389
307195	215.163
307259	305.696
307306	187.745
307354	82.9182
307358	381.1833
307394	358.4346
307454	485.3122
307514	198.841
307539	75.359
307569	330.6399
307601	303.043453
307619	68.1649
307656	434.657211
307710	78.573104
307716	218.40183
307732	533.06452
307861	292.88307
307935	404.9186
308047	473.422
308084	348.36232
309375	44.29009
309390	286.5955
309440	439.843481
309516	365.27149
309640	381.193
309674	337.65234
309759	354.178534
310247	24.524076
310249	407.346332
310341	417.87933
310370	15.4696
310405	184.0166
310468	151.452
310473	221.7313
310634	531.48926
310691	323.242
310738	391.1025
310809	376.4385
310863	115.387
310872	182.8509
310969	173.27793
311071	227.6847
311170	370.3302
311244	250.77854
311287	366.392641
311321	364.1744
311365	275.6961
311402	330.46672
311473	102.189
311481	339.1571
